observed_on,user_name,url,latitude,longitude,private_latitude,private_longitude,place_county_name,place_state_name,scientific_name,common_name,taxon_order_name,taxon_suborder_name,taxon_family_name,taxon_genus_name,taxon_species_name,field:2x4 odonate survey unit,field:count,,,,
2024-04-05,,https://www.inaturalist.org/observations/205842560,35.93580224,-82.81201296,35.9565222,-82.88571127,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-13,,https://www.inaturalist.org/observations/207079805,36.06902643,-82.82007419,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-13,,https://www.inaturalist.org/observations/207079806,36.06905735,-82.82003883,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490290,36.07577312,-82.76415848,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490291,36.07575642,-82.76416016,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490294,36.07577593,-82.76415479,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490295,36.07574884,-82.76417089,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490296,36.07574992,-82.76416016,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-04-15,,https://www.inaturalist.org/observations/207490300,36.07572174,-82.76416686,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-10-20,,https://www.inaturalist.org/observations/248371553,35.95502576,-82.7057075,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2024-10-20,,https://www.inaturalist.org/observations/248371554,35.95498559,-82.70574639,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258897016,35.73050712,-82.59539788,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24RFarm01/16/25-1,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258897018,35.73050712,-82.59539788,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24RFarm01/16/25-1,10,,,,
2025-01-29,,https://www.inaturalist.org/observations/260216054,35.79218008,-82.5391476,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24Ivyriver01/29/25-2,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/260856851,35.7306289,-82.59528195,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24Flatcreek02/05/25-1,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180852,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180854,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180855,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180859,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180860,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180862,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180863,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180864,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180865,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180866,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180867,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180868,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180870,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180871,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180872,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180875,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-02-05,,https://www.inaturalist.org/observations/261180876,35.73054487,-82.59538266,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,,1,,,,
2025-03-12,,https://www.inaturalist.org/observations/265113159,35.94753336,-82.89528392,,,Greene,Tennessee,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24PC03/09/25-1,1,,,,
2025-03-24,,https://www.inaturalist.org/observations/267436664,35.95472368,-82.70585549,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24LCC03/24/25-1,4,,,,
2025-06-11,,https://www.inaturalist.org/observations/290469461,35.95536337,-82.70503144,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24WD06/11/25-1,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290520478,35.9539738,-82.70715178,,,Madison,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24BG06/11/25-2,1,,,,
2025-07-17,,https://www.inaturalist.org/observations/298812483,35.50054225,-82.59916564,,,Buncombe,North Carolina,Phanogomphus lividus,Ashy Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus lividus,24BC07/16/25-1,2,,,,
2023-11-11,,https://www.inaturalist.org/observations/190734456,35.9198612,-82.85924677,,,Madison,North Carolina,Phanogomphus quadricolor,Rapids Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus quadricolor,,1,,,,
2024-03-20,,https://www.inaturalist.org/observations/203283490,35.91980682,-82.85926329,,,Madison,North Carolina,Phanogomphus quadricolor,Rapids Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus quadricolor,,1,,,,
2024-12-22,,https://www.inaturalist.org/observations/255924640,35.89475446,-82.82287275,,,Madison,North Carolina,Phanogomphus quadricolor,Rapids Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus quadricolor,,1,,,,
2025-04-14,,https://www.inaturalist.org/observations/270738150,35.92403437,-82.85992727,,,Madison,North Carolina,Phanogomphus quadricolor,Rapids Clubtail,Odonata,Anisoptera,Gomphidae,Phanogomphus,Phanogomphus quadricolor,,1,,,,
2022-05-03,,https://www.inaturalist.org/observations/115822222,34.81520931,-83.30619618,,,Oconee,South Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,,1,,,,
2023-02-28,,https://www.inaturalist.org/observations/149965518,35.79135333,-82.53863667,,,Buncombe,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,,1,,,,
2025-01-28,,https://www.inaturalist.org/observations/259922849,35.72498861,-82.59981275,,,Buncombe,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,24Flatcreek01/28/25-1,9,,,,
2025-01-28,,https://www.inaturalist.org/observations/260102900,35.72409966,-82.60044679,,,Buncombe,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,24Flatcreek01/28/25-2,7,,,,
2025-02-05,,https://www.inaturalist.org/observations/260856844,35.7306289,-82.59528195,,,Buncombe,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,24Flatcreek02/05/25-1,13,,,,
2025-03-09,,https://www.inaturalist.org/observations/264882733,35.90145278,-82.82820278,,,Madison,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,24FB03/09/25-1,1,,,,
2025-03-24,,https://www.inaturalist.org/observations/268159362,35.7215914,-82.5992716,,,Buncombe,North Carolina,Progomphus obscurus,Common Sanddragon,Odonata,Anisoptera,Gomphidae,Progomphus,Progomphus obscurus,24Flatcreek03/24/25-1,5,,,,
2024-04-13,,https://www.inaturalist.org/observations/207043541,36.06941667,-82.81993,,,Greene,Tennessee,Stenogomphurus consanguis,Cherokee Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus consanguis,,1,,,,
2021-12-26,,https://www.inaturalist.org/observations/103854921,35.95076692,-82.89186375,,,Greene,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2022-02-08,,https://www.inaturalist.org/observations/106412394,35.94948218,-82.93419022,,,Cocke,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2022-03-29,,https://www.inaturalist.org/observations/109973129,35.95723912,-82.8994444,35.90139722,-82.82816944,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2022-12-18,,https://www.inaturalist.org/observations/144632941,35.95541095,-82.88870277,,,Greene,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2023-01-06,,https://www.inaturalist.org/observations/146007594,35.96933546,-82.88662118,35.92886569,-82.88082054,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2023-01-07,,https://www.inaturalist.org/observations/146081953,35.89628756,-82.8558505,35.92882152,-82.88076203,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2023-03-31,,https://www.inaturalist.org/observations/153403831,35.75408689,-82.87707078,35.76162499,-82.98470868,Haywood,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2023-04-03,,https://www.inaturalist.org/observations/153402744,36.02492064,-82.82710481,,,Greene,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-01-30,,https://www.inaturalist.org/observations/198022177,35.92103477,-82.84018556,35.92608949,-82.94689683,Cocke,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-04-06,pageprogram1,https://www.inaturalist.org/observations/205964686,35.83052661,-82.64607534,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-05-01,pageprogram1,https://www.inaturalist.org/observations/213501277,35.92229023,-82.60147979,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229745936,35.81881343,-82.7285261,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229748877,35.97784553,-82.60471413,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229797027,35.924012,-82.70742344,35.95429254,-82.70662518,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229797028,35.95982233,-82.67248587,35.95429254,-82.70662518,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229797039,35.9112929,-82.66598042,35.95429254,-82.70662518,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-16,,https://www.inaturalist.org/observations/229797040,35.90565971,-82.63094963,35.95429254,-82.70662518,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-17,,https://www.inaturalist.org/observations/229939290,35.84787168,-82.73104391,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-07-17,,https://www.inaturalist.org/observations/229943923,35.87652414,-82.64496507,,,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2024-10-20,,https://www.inaturalist.org/observations/248371557,35.86070276,-82.75129963,35.95493801,-82.70577442,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258701486,35.72252798,-82.71617899,35.73278889,-82.61746111,Buncombe,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24Flatcreek01/16/25-1,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258701487,35.71380898,-82.78674651,35.73278889,-82.61746111,Buncombe,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24Flatcreek01/16/25-1,1,,,,
2025-02-10,,https://www.inaturalist.org/observations/261307976,35.62909458,-82.55142211,35.73064716,-82.59542574,Buncombe,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,1,,,,
2025-03-12,,https://www.inaturalist.org/observations/265113161,35.94728098,-82.89583487,,,Greene,Tennessee,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24PC03/09/25-1,1,,,,
2025-03-24,,https://www.inaturalist.org/observations/267606283,35.9704398,-82.61346626,35.95510342,-82.70547173,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24LCC03/24/25-2,1,,,,
2025-04-09,,https://www.inaturalist.org/observations/270730552,35.90691979,-82.7491072,35.840162,-82.71378483,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,3,,,,
2025-06-11,,https://www.inaturalist.org/observations/290464811,35.83365756,-82.71973129,35.9547067,-82.7071451,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24BG06/11/25-2,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290526716,35.93824994,-82.62814587,35.95430689,-82.7063891,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24BG06/11/25-1,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290526723,35.82309471,-82.6865028,35.95410665,-82.70662072,Madison,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,24BG06/11/25-1,1,,,,
2025-07-19,,https://www.inaturalist.org/observations/299366863,35.45662566,-82.73560261,35.49515067,-82.6177075,Buncombe,North Carolina,Stenogomphurus rogersi,Sable Clubtail,Odonata,Anisoptera,Gomphidae,Stenogomphurus,Stenogomphurus rogersi,,5,,,,
2022-01-01,,https://www.inaturalist.org/observations/104134700,35.92864648,-82.88004023,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2022-02-22,,https://www.inaturalist.org/observations/107400294,35.963176,-82.872843,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2023-02-19,,https://www.inaturalist.org/observations/149200761,35.94544881,-82.89851747,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2023-04-06,,https://www.inaturalist.org/observations/154043529,35.94745333,-82.895455,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2023-04-06,,https://www.inaturalist.org/observations/154043618,35.94733667,-82.89548667,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2024-02-04,,https://www.inaturalist.org/observations/200046067,35.94747418,-82.89554506,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2024-06-09,,https://www.inaturalist.org/observations/222271527,35.9450812,-82.89929311,,,Cocke,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,,1,,,,
2025-01-16,,https://www.inaturalist.org/observations/258705165,35.73278,-82.61746,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24Flatcreek01/16/25-1,3,,,,
2025-01-16,,https://www.inaturalist.org/observations/258897024,35.73050712,-82.59539788,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24RFarm01/16/25-1,1,,,,
2025-01-28,,https://www.inaturalist.org/observations/259922853,35.72498861,-82.59981275,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24Flatcreek01/28/25-1,2,,,,
2025-01-28,,https://www.inaturalist.org/observations/260102901,35.72409966,-82.60044679,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24Flatcreek01/28/25-2,1,,,,
2025-03-12,,https://www.inaturalist.org/observations/265112496,35.94754191,-82.89559448,,,Greene,Tennessee,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24PC03/09/25-1,1,,,,
2025-03-24,,https://www.inaturalist.org/observations/268161662,35.72276056,-82.60157447,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24Flatcreek03/24/25-1,2,,,,
2025-06-11,,https://www.inaturalist.org/observations/290469456,35.95489439,-82.70569662,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24SW06/11/25-2,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290502626,35.95426909,-82.70644764,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24AB06/11/25-1,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290502631,35.95399117,-82.70683388,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24AB06/11/25-1,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290502632,35.95466859,-82.70608286,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24AB06/11/25-1,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290520474,35.95531126,-82.70513872,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24BG06/11/25-2,1,,,,
2025-06-11,,https://www.inaturalist.org/observations/290526717,35.95450426,-82.70606388,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24BG06/11/25-1,1,,,,
2025-06-15,,https://www.inaturalist.org/observations/289987400,35.9547665,-82.70593465,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24LCC06/06/25-1,3,,,,
2025-06-15,,https://www.inaturalist.org/observations/289987418,35.954684,-82.70592928,,,Madison,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24LCC06/06/25-2,2,,,,
2025-07-17,,https://www.inaturalist.org/observations/298812487,35.5005358,-82.59962707,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24BC07/16/25-1,2,,,,
2025-08-04,,https://www.inaturalist.org/observations/304362967,35.501907,-82.594152,,,Buncombe,North Carolina,Stylogomphus albistylus,Eastern Least Clubtail,Odonata,Anisoptera,Gomphidae,Stylogomphus,Stylogomphus albistylus,24BC08/04/25-2,2,,,,
2022-03-02,,https://www.inaturalist.org/observations/107800086,35.97802459,-82.84245437,,,Greene,Tennessee,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2023-02-28,,https://www.inaturalist.org/observations/149946907,35.71878141,-82.71333679,,,Madison,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2023-03-26,,https://www.inaturalist.org/observations/152459373,35.63960005,-82.78331188,35.71969154,-82.71296334,Madison,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2024-02-02,,https://www.inaturalist.org/observations/198250386,35.70449619,-82.66864884,,,Buncombe,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2024-03-20,,https://www.inaturalist.org/observations/203496323,35.91637357,-82.85156434,,,Madison,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2024-03-28,,https://www.inaturalist.org/observations/204732815,35.91625429,-82.85155613,,,Madison,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2024-11-06,,https://www.inaturalist.org/observations/251201295,35.91845944,-80.54803391,,,Davie,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
2024-12-22,,https://www.inaturalist.org/observations/255924641,35.89474577,-82.82287543,,,Madison,North Carolina,Stylurus laurae,Laura's Clubtail,Odonata,Anisoptera,Gomphidae,Stylurus,Stylurus laurae,,1,,,,
